Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
67,-0.653444627,0.160225077,1.592255555,1.296832284,0.997174924,-0.343000302,0.469936931,-0.132470082,-0.197794077,-0.105005538,-0.543662211,0.302233023,0.141211079,-0.207880444,0.0241084,-1.206876592,0.394836382,-0.75095563,0.440558481,0.225920347,0.038362968,0.336449012,-0.014882833,0.10295901,-0.26532206,-0.348636687,0.011238449,-0.04947834,19.85,0
44,-0.899992449,0.136254782,1.88366471,-0.208996096,1.05144062,1.905241336,0.24142325,0.647630723,-0.05346625,-0.504170551,1.254598807,-0.23662919,-2.51758729,0.384573507,0.343832097,-1.370563137,0.958567982,-1.607241693,-0.64725644,-0.121725831,-0.081500218,-0.016925889,-0.147706273,-1.384620203,-0.024352091,0.412659496,-0.106776268,-0.190475773,21.55,0
529,-2.000567426,-2.495484241,2.467148881,1.140053216,2.462010105,0.594262064,-2.110182528,0.788346962,0.958809396,-0.32863097,-0.056994454,0.905932213,0.307605733,-0.845538686,0.690323418,-1.991027171,1.502897751,-1.914465692,-0.62429935,0.620898591,0.422452034,1.195393798,0.297836465,-0.857104696,-0.219321926,0.861018814,-0.12462201,-0.17106019,1.5,1
26,-0.529912284,0.873891581,1.347247329,0.145456677,0.414208858,0.100223094,0.711206083,0.176065957,-0.286716935,-0.484687683,0.87248959,0.85163586,-0.571745303,0.100974273,-1.519771833,-0.284375978,-0.310523585,-0.404247869,-0.823373524,-0.290347611,0.046949067,0.208104855,-0.185548347,0.00103066,0.098815701,-0.552903603,-0.073288084,0.023307045,6.14,0
216,-0.44774927423697775,0.857122224302781,0.001429839036903191,0.9633303832669049,0.529054121930508,-0.1151439860604151,-0.32280516283158667,0.41307580803371,-0.7013898936213985,-0.7171584866743914,-0.5922050782379906,-1.343493099768041,-0.6407504037008075,-0.6172582289008948,1.2500885042676728,-0.16745175706355397,-0.933211294116441,-0.09219751798695969,0.6985954813983697,-0.006595780304678056,0.012381333108678616,-0.3061434515027747,0.0163758552103494,-0.9960015195379388,-1.0758586928172165,0.09779121326071868,0.23817206829555204,0.1485782589436801,0.7736993369339008,1
91,-1.822272728,1.235335536,-0.307804337,-1.821823806,2.76248235,3.641498633,-0.344614256,-1.547541277,-0.138239381,-0.467174475,-0.465556872,0.018661639,-0.311232833,0.279316467,-0.047146876,1.120626797,-1.457879677,0.107840059,-1.497483576,-0.853675338,2.080848187,-1.591888232,0.321635665,0.889257765,0.156445389,-0.960610513,-0.035301853,0.182320649,15.89,0
557,1.135720955,0.18532769,0.532580535,1.474705867,-0.335261004,-0.372401883,0.059039843,-0.019913106,0.313130756,-0.117885505,-0.295769459,0.479426009,-0.484281366,0.145034377,-0.084832544,-0.803784577,0.399018268,-1.047415582,-0.489409423,-0.213577243,-0.081964334,-0.022336278,-0.020835973,0.413027563,0.60860401,-0.332334506,0.037787391,0.019238445,11.45,0
531,-1.8323242393241688,-2.3477952409785554,2.355604565696193,1.1168474593117257,2.3164082886023665,0.5084571511917886,-1.9963544727910436,0.736781326582673,0.9100472036207659,-0.32643033837756374,-0.056639134837737595,0.8745437565217546,0.3097285200087022,-0.8179999301823868,0.7104908814657419,-1.8637285463513458,1.424561519598853,-1.8317476955816872,-0.6022382171908773,0.5850285856992024,0.3858265634476446,1.0912940089750722,0.2890494844035786,-0.7951301253571134,-0.19657948991077157,0.8214336268233806,-0.1193328312876383,-0.16062960474146412,1.4891565496463524,1
522,-0.608941396,0.961271047,0.978329579,-0.375419712,0.955269567,-0.111386331,1.145462274,-0.070022903,-0.523789728,-0.775378534,-1.907529602,-0.605586853,0.06594749,0.167036522,0.321341488,0.665199045,-1.222324026,0.403861746,-0.503846096,-0.045864514,0.034309208,-0.010382701,-0.425614739,-1.022447628,0.613097884,-0.401181102,0.051355933,0.083632493,39.05,0
23,1.2045225613105564,0.28305031993017604,0.19379849021220943,0.4973565961756854,-0.026650543562729355,-0.28078851082762013,-0.04554393307111459,0.027266849865348088,-0.1970596569662546,-0.19020234465592262,1.2740142506239418,0.8964303720201797,0.43327184056114154,-0.1720325099206555,0.7280805221855468,0.4673389979746434,-0.09300801444833627,-0.20584774137724138,-0.1559837811545924,-0.07122695166970457,-0.23819174572107657,-0.6776405732025386,0.10667005939447372,-0.20340825959596107,0.17696697790428056,0.11962954295731425,-0.011869683344497194,0.01797159971232115,2.69,1
