Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
173,0.027374339392512104,0.538350029142179,0.4706024236645082,0.09532409828609967,0.8254326408540261,0.23765264883796067,0.29562530736486603,0.1395257842220995,-0.11932100032270068,-0.14067715487276544,-1.5838570771161642,-0.8569369217036775,-0.6258718392874381,0.39470400922765486,1.4354269784186113,0.10034082011048996,-0.4045247180269401,-0.12406460367911643,0.7539687743050543,-0.042726137414594315,-0.13005093819114077,-0.3770989760840661,0.1405023770024903,-1.3352950198551496,-1.3622509950009813,0.07960970198650172,0.2170664521168577,0.21454977610000148,0.9902545273480113,1
574,-1.062129079,-0.618573509,0.615387802,-3.335833611,0.746649119,-0.54053065,0.705931946,0.032525275,1.334180767,-2.326388615,-1.277858363,0.068233813,-0.194686301,0.309083013,1.902638446,-0.513264466,-0.567202425,0.068316321,0.762924821,0.311058829,-0.114268577,-0.661121961,0.136249609,-1.377245041,0.263819893,-1.115515585,0.079212743,0.116637851,131.37,0
139,0.715005769879941,0.442028136160835,0.37076482378426145,0.42889949845216396,0.17437866748762887,-0.4662221413644724,0.18253969930273797,-0.04638954262676406,-0.037145315656292366,-0.2186371008764703,-0.7953580768219032,-0.29304836356221775,-0.18397303500125556,0.032588099433001616,1.2764444836864453,0.3089824997543622,-0.1875470867744713,-0.21211911623333524,0.24850447289969252,-0.06337901554867946,-0.21500506004762726,-0.6266891509779298,0.1385614299897925,-0.4390246602501196,-0.5175520646181236,0.08588744635277552,0.09322824275560872,0.121962474710259,1.913099627221147,1
504,-1.031079262,0.626546716,2.622436217,1.411312161,-0.296552602,1.122951676,0.286099517,0.088801503,1.103565255,0.702030395,0.76659513,0.636497098,-1.451662242,-0.959335402,-1.847115928,-1.659907826,0.807223254,-0.596915387,1.512495445,0.244650734,-0.446252786,-0.374942125,-0.075502646,0.207436777,-0.151028086,-0.471123967,-0.039908565,-0.191512529,24.9,0
123,0.968783929,-0.501798126,-1.333558486,0.38880429,2.036091383,3.661714319,-0.236794991,0.809585634,0.15450052,-0.089282955,-0.540149745,0.242408384,-0.195637009,0.225998642,-0.131979387,-0.081190327,-0.506312224,-0.045090703,0.314876311,0.271697268,-0.091052102,-0.561280312,-0.260982812,1.017700137,0.837224847,-0.342889063,-0.003467402,0.03900378,160.86,0
423,-2.5046919718096015,0.6073393129733198,-0.899715261303381,3.5480662538337855,-0.026889607251785907,-1.331348008955489,-1.7839201664415507,1.007562572592156,-2.112372734807253,-2.2633695606910478,2.2502230937117664,-2.2691323061046305,-0.26053285776301915,-3.605722575397359,0.8136796153862211,-0.6650467311171536,-1.9274164834798366,0.4416705392574045,0.3817923256571803,0.6467988716591189,0.5552519315373733,0.08878265105894245,0.019345281584688623,0.15860684307646328,0.10643927628259447,0.0927804238600411,0.12589330274963473,-0.09615654467695271,139.22091051609112,1
228,1.105767571,0.333011981,0.184148099,1.276948238,-0.078118435,-0.810948603,0.45932983,-0.170552492,-0.290556782,-0.000205465,0.171826832,0.336856357,-0.353034589,0.648164148,0.957317219,-0.390555323,0.063750713,-1.201578176,-0.64112557,-0.126872888,-0.282530888,-0.910369959,0.149046367,0.348783204,0.322329797,-0.671068883,0.00591269,0.028251926,45.3,0
118,1.2541402535275696,0.34961140915626754,0.30300194304410016,0.6932206124929517,-0.3707968627015279,-1.06986050274938,0.08625917836460373,-0.202600121785158,0.035373448918529116,-0.28262825832454974,-0.07358795271646315,0.22498235507183437,0.21119584406206343,-0.2846022772757639,1.0960952077354609,0.4803664922768281,-0.005929082910634035,-0.29569733199787546,-0.19667019113844342,-0.07958994992772697,-0.2874235527533165,-0.8321999792567387,0.12812343642247287,0.33914261755518604,0.2158403841354262,0.09488558393795984,-0.023378343470976077,0.030843906623363924,2.6897173469446973,1
539,-1.7048103414324525,0.05625613254395706,1.1771368045959498,-0.6414668744240305,0.9062139349977205,-0.30053104097059435,0.26711274054384637,0.1366760202391912,0.023362416652992674,-0.06888253742477835,1.0490096692601805,1.103230147467909,0.43022331902521993,-0.16619786708592194,-0.657926700752592,-0.05855191016292144,-0.4610059217907858,-0.5348438444879633,-0.14123426817941356,0.0021093707380237525,-0.18075495230135247,-0.19912117151689346,-0.257488793868605,-0.23093246809226403,-0.3287716470554625,0.2386777151794418,-0.3414893800575614,-0.37889124887445297,1.0032686532329216,1
407,-0.918109392,0.798542201,1.753494095,-0.576985397,-0.554779916,0.119541872,1.096152572,-0.114590681,-0.213291346,-0.742606972,-0.138749708,0.59989904,1.20891998,-0.381499679,0.716385076,0.472986514,-0.684815917,-0.649251557,-1.378950893,-0.205694727,0.050748124,0.201314131,0.023567543,0.107428413,-0.464465515,0.004938474,-0.068013275,0.093834319,146.25,0
343,-0.7940174359455213,0.3124801126556338,0.8038438367809762,-0.2544395150257352,0.8697082272699586,-0.008603804845042085,0.2832798341268535,0.1400400577616379,-0.052908049961546584,-0.10613234837689706,-0.35341528385041143,0.05905642728262461,-0.13422269559447864,0.1345883382329126,0.45253467930531155,0.02361036471631077,-0.4331646564688276,-0.3163074801372741,0.33788281725453023,-0.021469609288930186,-0.1530720965598624,-0.2910213584247363,-0.046655724049817854,-0.8246714810353755,-0.8844689064044662,0.1543613689969482,-0.044425230804362836,-0.06364794841926968,0.9947873968781958,1
402,-0.160626024,-0.064459272,2.531072429,-1.328267897,-0.970429962,0.1850305,-0.380184274,0.078119057,1.775956234,-1.242314803,-0.36495383,0.435456871,0.03950152,-0.760588289,1.701604126,-1.23341667,0.497776404,0.194699718,1.43068505,0.130322208,0.262123747,1.340696247,-0.253860032,0.178600525,-0.49112106,0.244971998,0.07482909,-0.069923636,0.01,0
300,0.007042537,1.239504445,0.417049708,0.530003503,0.942324174,-0.559967831,1.50298129,-0.751562588,0.012712703,1.619207849,1.237695814,0.44613082,0.156190261,-0.152586462,0.076427714,-0.57106063,-0.860983641,0.32983069,0.744637433,0.557375288,-0.046722255,0.720869895,-0.141872911,0.019747228,-0.665861186,-0.489939811,0.157919475,-0.332123189,1.91,0
107,1.175124777,0.661341182,-0.47747646,1.102541559,0.543328124,-0.246784793,0.165233833,0.027017867,-0.423143759,-0.57406514,1.853387507,0.870531105,0.496566352,-1.251016529,0.598736836,0.567820189,0.76816302,0.672152249,-0.574586718,-0.069414576,-0.003070556,0.093738003,-0.154354624,-0.425096767,0.652435396,-0.296802234,0.051424661,0.041875614,1.0,0
35,-1.063235679,1.418190626,1.086672863,1.2414396,0.002306126,0.045901581,0.514120897,0.241252403,-0.154499951,0.280672622,-0.531948028,0.589857529,0.555086956,-0.116357329,0.165886171,-1.237210027,0.638414233,-0.776070595,0.69280589,0.235008926,-0.05722847,0.314152998,-0.129862928,0.114283708,-0.027812477,-0.259937016,0.11875364,-0.008956298,20.22,0
434,-1.8074349327845338,1.3853261757048747,-0.3877568201836088,2.6065006637540256,0.020691243913257273,-1.2348817714509939,-1.2914343906420542,0.8270157822205019,-1.8116751840534788,-1.9708510789964748,1.8598690963313445,-1.9979910667542984,-0.9227943953930544,-2.65644055140385,0.1446186347437075,-0.9610983429988773,-1.8050351739323856,-0.29594341305086413,-0.17091954850902347,0.03748898015777635,0.3527980562733156,0.08035064962551298,-0.38962941751214736,0.34397122042393063,0.1709224918676968,-0.052536943541617614,0.12781423163232944,-0.13688985621308433,0.36469724945730586,1
233,-0.14342372586946261,0.5179315298336906,0.7311106876998612,0.1296280529914918,0.854012423591908,0.0018784468440183888,0.42251757076292246,0.07537123973602972,-0.1271797244432216,-0.23621257938584694,-1.3985203957108256,-0.8040852729068579,-0.8353921375145416,0.3613620296542788,1.1066321677691322,-0.05838988170276982,-0.31986620127498433,-0.25813892359297075,0.350170527636928,-0.06002521519959558,-0.08650150977549348,-0.23827451438440977,0.06243630203520911,-0.9850975916262622,-1.0035291058405993,-0.03921461633403034,0.1589368334823286,0.15308325574984494,0.9921657727405838,1
241,-2.39844587,2.022960549,1.628461705,-0.540476996,-0.512595924,0.238407467,0.171943838,0.179582825,2.125254788,2.084364543,-1.465850114,-0.610687813,-0.661136181,-1.216372892,0.350778116,0.044410677,-0.549515406,0.146798984,0.264154096,1.21302871,-0.443559859,-0.358060673,-0.293969236,-0.464450644,0.704249305,0.429738215,0.968048304,0.400390272,4.81,0
404,0.63880634,1.772451089,-1.748258,1.297699728,1.785871617,-1.05019683,1.485730045,-0.780631018,0.4169914,0.002689973,0.908875094,-0.672825142,0.372099813,-4.407431765,1.428052826,0.371421868,2.561437339,1.042814884,-0.635637626,0.589653866,-0.359613479,-0.061540475,-0.051427705,-0.764737576,-0.42418127,-0.418629119,-0.003258457,-0.541236519,0.99,0
